city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,2,1
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,>4,123,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,50-99,Pvt Ltd,2,180,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,19,0
city_69,0.856,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,182,1
city_41,0.827,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,nan,2,92,0
city_162,0.767,nan,Has relevent experience,Part time course,Graduate,STEM,8,100-500,NGO,1,24,0
city_103,0.92,Female,No relevent experience,Part time course,High School,nan,4,nan,nan,1,74,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,88,0
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,4,79,0
city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,55,0
city_160,0.92,nan,No relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Funded Startup,1,23,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,2,18,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,nan,nan,>4,131,1
city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,98,1
city_10,0.895,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,24,0
city_23,0.899,Male,Has relevent experience,Full time course,High School,nan,2,10/49,Pvt Ltd,never,25,0
city_100,0.887,Male,Has relevent experience,no_enrollment,High School,nan,17,100-500,Pvt Ltd,1,133,0
city_21,0.624,nan,No relevent experience,no_enrollment,Graduate,STEM,2,nan,nan,2,25,1
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,1,33,0
city_21,0.624,nan,No relevent experience,Full time course,Masters,STEM,1,nan,nan,1,82,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,82,1
city_145,0.555,nan,Has relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,2,1
city_40,0.776,Male,Has relevent experience,no_enrollment,High School,nan,13,50-99,Pvt Ltd,1,10,0
city_103,0.92,Other,No relevent experience,Part time course,Graduate,STEM,2,<10,Other,2,45,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,No Major,16,nan,nan,3,58,0
city_16,0.91,nan,Has relevent experience,no_enrollment,Graduate,nan,15,nan,nan,never,9,0
city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,nan,nan,1,20,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Funded Startup,4,36,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,45,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,3,28,0
city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,3,nan,nan,1,23,0
city_173,0.878,nan,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,106,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,>4,4,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,>4,7,1
city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,4,0
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,2,12,0
city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,Arts,2,100-500,Early Stage Startup,1,20,0
city_73,0.754,nan,Has relevent experience,Part time course,Masters,STEM,13,50-99,Pvt Ltd,1,37,1
city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,nan,nan,1,68,0
city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,5,nan,nan,1,80,1
city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,42,0
city_71,0.884,Male,No relevent experience,Part time course,Masters,STEM,5,nan,nan,1,23,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,47,0
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,8,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,20,0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Funded Startup,1,152,0
city_73,0.754,Male,Has relevent experience,no_enrollment,High School,nan,>20,nan,nan,never,112,0
city_141,0.763,nan,No relevent experience,no_enrollment,High School,nan,<1,nan,nan,never,28,0
city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,2,57,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,3,24,0
city_109,0.701,nan,No relevent experience,no_enrollment,Graduate,nan,<1,nan,nan,never,112,0
city_28,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,nan,>4,68,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,nan,nan,2,104,0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,94,1
city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,2,66,0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,2,56,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,1,23,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,4,90,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,nan,5,<10,Pvt Ltd,never,6,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,2,63,0
city_65,0.802,Male,Has relevent experience,Part time course,High School,nan,11,<10,Pvt Ltd,1,55,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,98,0
city_162,0.767,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,17,1
city_21,0.624,nan,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,1,7,0
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,>4,46,1
city_114,0.926,nan,Has relevent experience,no_enrollment,Graduate,nan,6,10/49,Pvt Ltd,1,52,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,12,1000-4999,Pvt Ltd,1,51,0
city_11,0.55,Male,Has relevent experience,Part time course,High School,nan,4,nan,nan,1,32,1
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,2,90,0
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,24,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,nan,nan,never,10,0
city_162,0.767,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,>4,26,0
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,3,nan,nan,never,151,1
city_21,0.624,Female,No relevent experience,no_enrollment,Masters,STEM,<1,10/49,Pvt Ltd,1,6,1
city_114,0.926,Male,No relevent experience,Full time course,High School,nan,3,nan,nan,never,29,0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,30,0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,3,164,1
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,nan,nan,1,42,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,nan,8,50-99,Pvt Ltd,>4,41,0
city_21,0.624,nan,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,79,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,92,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,nan,nan,>4,35,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,nan,nan,1,134,1
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,1,nan,nan,never,176,1
city_67,0.855,Male,No relevent experience,Full time course,High School,nan,7,nan,nan,never,89,0
city_36,0.893,Male,No relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,1,16,0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,nan,2,nan,nan,never,74,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,39,0
city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,1,4,0
city_1,0.847,Male,No relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,1,13,0
city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,2,124,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,nan,nan,1,8,0
city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,>4,55,0
city_162,0.767,Male,No relevent experience,Full time course,High School,nan,7,nan,nan,1,12,0
city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,21,0
city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,17,100-500,NGO,4,16,0
city_21,0.624,nan,No relevent experience,Full time course,High School,nan,9,nan,nan,1,68,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,110,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,82,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,39,0
city_57,0.866,Male,No relevent experience,no_enrollment,Graduate,STEM,10,nan,nan,1,50,0
city_128,0.527,nan,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,4,36,1
city_114,0.926,nan,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,8,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,4,35,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,nan,nan,1,41,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,Pvt Ltd,2,17,0
city_162,0.767,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,34,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,10/49,Pvt Ltd,3,87,0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,18,nan,nan,>4,38,0
city_23,0.899,nan,Has relevent experience,Part time course,High School,nan,10,10000+,Public Sector,>4,66,0
city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,2,47,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,16,<10,Pvt Ltd,1,42,0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,13,1000-4999,Pvt Ltd,2,10,0
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Pvt Ltd,1,188,0
city_41,0.827,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000-9999,nan,1,170,1
city_105,0.794,Male,No relevent experience,Full time course,Graduate,STEM,1,nan,nan,never,78,0
city_102,0.804,nan,Has relevent experience,Full time course,High School,nan,6,500-999,Pvt Ltd,never,6,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,NGO,2,138,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,4,nan,nan,1,4,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,2,155,1
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,38,0
city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,45,0
city_152,0.698,nan,No relevent experience,no_enrollment,High School,nan,2,nan,nan,never,43,0
city_100,0.887,nan,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,never,14,0
city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,8,500-999,Pvt Ltd,1,7,0
city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,28,0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,nan,>20,<10,Pvt Ltd,never,60,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,nan,nan,1,122,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,19,nan,nan,2,34,0
city_114,0.926,nan,Has relevent experience,no_enrollment,High School,nan,5,1000-4999,nan,never,102,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,>4,53,0
city_65,0.802,Female,No relevent experience,no_enrollment,Masters,STEM,14,nan,nan,1,11,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,2,17,0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,27,0
city_105,0.794,Male,No relevent experience,no_enrollment,Graduate,STEM,2,nan,nan,never,17,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,162,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,3,32,1
city_65,0.802,nan,No relevent experience,Full time course,High School,nan,7,100-500,Pvt Ltd,never,83,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,1,4,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,15,50-99,Funded Startup,2,48,1
city_67,0.855,nan,No relevent experience,Full time course,Graduate,STEM,3,nan,nan,1,40,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,1,10/49,Pvt Ltd,1,69,0
city_45,0.89,Male,Has relevent experience,no_enrollment,High School,nan,11,500-999,Pvt Ltd,>4,130,0
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,1,62,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,>4,3,0
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,Business Degree,>20,100-500,Public Sector,>4,40,1
city_114,0.926,nan,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,50,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,1000-4999,Pvt Ltd,never,86,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,100-500,Pvt Ltd,1,16,1
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Funded Startup,2,53,0
city_89,0.925,Female,No relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,100,0
city_103,0.92,nan,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,47,0
city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,500-999,Public Sector,3,28,0
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,142,1
city_1,0.847,Male,Has relevent experience,Full time course,Masters,STEM,12,500-999,Public Sector,never,58,0
city_114,0.926,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,NGO,1,138,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,28,0
city_73,0.754,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,Public Sector,4,22,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,42,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,Business Degree,8,100-500,Pvt Ltd,1,78,0
city_21,0.624,nan,No relevent experience,no_enrollment,Graduate,STEM,2,nan,nan,1,50,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,never,84,0
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,nan,Pvt Ltd,1,156,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Early Stage Startup,1,19,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,15,50-99,Funded Startup,4,108,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,31,1
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,nan,1,51,0
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,nan,20,5000-9999,Pvt Ltd,>4,36,0
city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,nan,1,73,0
city_145,0.555,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,nan,nan,never,4,1
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,2,38,0
city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,14,5000-9999,Public Sector,>4,9,1
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,Arts,15,50-99,Funded Startup,1,6,0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,28,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,48,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,4,13,1
city_100,0.887,nan,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,nan,1,102,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,25,1
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,105,1
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,1,92,0
city_90,0.698,nan,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,1,39,0
city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,16,10000+,Pvt Ltd,1,32,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,1,65,0
city_114,0.926,Female,Has relevent experience,no_enrollment,High School,nan,11,50-99,Pvt Ltd,1,32,0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,2,nan,Pvt Ltd,never,31,0
city_21,0.624,nan,No relevent experience,no_enrollment,Graduate,STEM,<1,nan,nan,2,25,0
city_114,0.926,nan,No relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,1,40,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,2,24,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,4,28,0
city_149,0.689,nan,Has relevent experience,Full time course,Graduate,STEM,2,1000-4999,Pvt Ltd,1,44,1
city_57,0.866,Male,No relevent experience,Part time course,Graduate,STEM,3,nan,nan,>4,16,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,56,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,2,83,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,1,107,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,8,nan,nan,2,34,1
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,34,1
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,16,1
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,37,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,nan,nan,never,101,0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,No Major,>20,50-99,NGO,>4,44,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,11,nan,nan,1,92,1
city_73,0.754,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,nan,nan,1,44,1
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,172,1
city_16,0.91,nan,No relevent experience,no_enrollment,Primary School,nan,5,nan,nan,never,34,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,19,100-500,Public Sector,>4,149,0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,64,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,4,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,nan,12,10/49,Pvt Ltd,>4,134,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,14,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,96,1
city_128,0.527,nan,No relevent experience,no_enrollment,Graduate,nan,2,nan,nan,1,148,1
city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,7,nan,nan,1,98,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,never,132,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,NGO,1,143,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,45,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,152,0
city_118,0.722,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,1,14,0
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,NGO,4,6,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,17,0
city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,3,92,0
city_81,0.73,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,1,16,0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,34,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,nan,nan,>4,103,1
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,97,0
city_21,0.624,nan,No relevent experience,Full time course,High School,nan,1,nan,nan,1,45,0
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,Humanities,19,10000+,Pvt Ltd,1,13,1
city_64,0.666,Female,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,4,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,34,0
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,3,47,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,34,0
city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,1000-4999,Pvt Ltd,>4,35,0
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,never,19,0
city_103,0.92,nan,Has relevent experience,Full time course,Graduate,STEM,16,50-99,nan,2,23,1
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,10,nan,nan,never,25,1
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,9,nan,nan,never,63,1
city_84,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,1,170,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,48,1
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,3,28,0
city_21,0.624,nan,Has relevent experience,Full time course,Masters,STEM,6,100-500,nan,never,114,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,2,3,0
city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Public Sector,2,42,1
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,500-999,Public Sector,1,11,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,nan,nan,2,112,1
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,7,nan,nan,2,76,1
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,24,0
city_158,0.766,Male,Has relevent experience,no_enrollment,High School,nan,18,100-500,Pvt Ltd,never,22,0
city_16,0.91,nan,No relevent experience,no_enrollment,Primary School,nan,5,nan,nan,never,105,0
city_149,0.689,Male,No relevent experience,no_enrollment,Graduate,STEM,9,nan,nan,1,3,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,nan,1,39,0
city_61,0.913,Male,No relevent experience,Full time course,High School,nan,9,nan,nan,1,27,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,9,50-99,Pvt Ltd,2,8,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,8,1000-4999,Pvt Ltd,1,149,0
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,14,1
city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,7,nan,nan,1,64,0
city_9,0.743,nan,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Other,1,52,0
city_16,0.91,nan,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,1,40,1
city_20,0.796,Male,Has relevent experience,no_enrollment,Masters,STEM,17,nan,Pvt Ltd,1,4,0
city_71,0.884,nan,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,29,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,15,nan,nan,>4,184,0
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,Business Degree,15,10000+,Pvt Ltd,>4,6,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,3,108,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,1,28,0
city_101,0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,>4,87,1
